asset_path,source_path,source_commit,source_blob_sha,source_file_sha256,asset_sha256,evidence_class,thesis_use,citation_allowed,derived_or_copied,derivation,caveat
raw/p4/predictions/a2/re2ob/manifest.json,artifacts/p4_g0/predictions/a2/re2ob/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,bfbdebf31ff8705db77eec994f611f3ee508a89f,79940ddad10b9088ce2d92485c75a995bbb48abfe27b1052fc2b7cdcd8e9a480,79940ddad10b9088ce2d92485c75a995bbb48abfe27b1052fc2b7cdcd8e9a480,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2ob/metrics.json,artifacts/p4_g0/predictions/a2/re2ob/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,0283f6bd6145d2423624d7446d262ee38e944d40,080a4035753de2d9c8eeb15e9f4d18d43be34116ee9a3b7e0954ed797f5a43d1,080a4035753de2d9c8eeb15e9f4d18d43be34116ee9a3b7e0954ed797f5a43d1,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2ob/model_input_manifest.json,artifacts/p4_g0/predictions/a2/re2ob/model_input_manifest.json,9342e06db91945be2e44703437229ba45b18bda8,f9f7e1d6fcf9b8ecc41e41204a64a4bdf9cf1d65,eb1036f1fda7cf89469e4a7e96ae4bd116b58b71074176d563b2da11e07878a4,eb1036f1fda7cf89469e4a7e96ae4bd116b58b71074176d563b2da11e07878a4,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2ob/predictions.jsonl,artifacts/p4_g0/predictions/a2/re2ob/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,6e77ba9133cbd94d564ef07c9500ef4a76c26164,1d3bbc30869062c30569bd7b752cc2520d8e1337b8861bf11e55bbd69eaf5ff5,1d3bbc30869062c30569bd7b752cc2520d8e1337b8861bf11e55bbd69eaf5ff5,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2ob/runtime.json,artifacts/p4_g0/predictions/a2/re2ob/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,fc177de2da8002710292a8257ee360669ce6787e,ffd5918ce53a62783ad5eed7784208ac610497e49b94c0c6be86490d8331cd9e,ffd5918ce53a62783ad5eed7784208ac610497e49b94c0c6be86490d8331cd9e,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2tt/checksums.json,artifacts/p4_g0/predictions/a2/re2tt/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,93c5efc99b6992074e53a7717f0719c5b6d366f0,da5a958fa610ae63e46e452c4f4a91d8d7a8500e91d04486d6eb2f3c26e03c93,da5a958fa610ae63e46e452c4f4a91d8d7a8500e91d04486d6eb2f3c26e03c93,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2tt/config.json,artifacts/p4_g0/predictions/a2/re2tt/config.json,9342e06db91945be2e44703437229ba45b18bda8,ae7362c5aa035251b463d21430b9d3b00ad03b26,f985324970cedef3e91e86aef1f116266a3ba56b234817d0484c72d443109fd8,f985324970cedef3e91e86aef1f116266a3ba56b234817d0484c72d443109fd8,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2tt/environment.json,artifacts/p4_g0/predictions/a2/re2tt/environment.json,9342e06db91945be2e44703437229ba45b18bda8,96aa74ada9d3aa9fefaf7a33a9066af4f94425f7,04919449c1c78af912d5e50a13fdbf03e51f79ded221953fd91473a7e13c7295,04919449c1c78af912d5e50a13fdbf03e51f79ded221953fd91473a7e13c7295,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2tt/fit_summary.json,artifacts/p4_g0/predictions/a2/re2tt/fit_summary.json,9342e06db91945be2e44703437229ba45b18bda8,cb2f06462220b577cde7216f017573f4a1e49194,9fde5c921816f8d2b035ff2d63f26865467e1ba2369af7d98ae2d0f4162392ab,9fde5c921816f8d2b035ff2d63f26865467e1ba2369af7d98ae2d0f4162392ab,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2tt/manifest.json,artifacts/p4_g0/predictions/a2/re2tt/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,d8d72b707860aa215639511aaf8592407f665c7b,2a7f656b9025f155fdf52cb03de1876b9527a9a6266c2503c0469a1bc5bd5472,2a7f656b9025f155fdf52cb03de1876b9527a9a6266c2503c0469a1bc5bd5472,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2tt/metrics.json,artifacts/p4_g0/predictions/a2/re2tt/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,4e4ac01621dc4d635a3ce3a11020cbc59385bf68,7dfcafc271420df860877e11c87778fba32a75793a3006a5ab48d3fad4f5ef5c,7dfcafc271420df860877e11c87778fba32a75793a3006a5ab48d3fad4f5ef5c,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2tt/model_input_manifest.json,artifacts/p4_g0/predictions/a2/re2tt/model_input_manifest.json,9342e06db91945be2e44703437229ba45b18bda8,b932c6041368dbdf7fd9e5224b778916ac676301,ea5733969492d37dca8d973c161a35886f733a89ed5762ea5aaf89b31acc5e61,ea5733969492d37dca8d973c161a35886f733a89ed5762ea5aaf89b31acc5e61,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2tt/predictions.jsonl,artifacts/p4_g0/predictions/a2/re2tt/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,bc1833b5235899be63eab71165f0f1594ab4432d,e937897d182735651959ad9449a7d6837ac71b029bec0fe90e143395009dd57d,e937897d182735651959ad9449a7d6837ac71b029bec0fe90e143395009dd57d,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a2/re2tt/runtime.json,artifacts/p4_g0/predictions/a2/re2tt/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,98467d83870b59e6121e3808a8240114f04bbfaf,41dda522a823247988945f8066b6d701e7a6292b2f0c4d71fdc90b5f2bb8d3f7,41dda522a823247988945f8066b6d701e7a6292b2f0c4d71fdc90b5f2bb8d3f7,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2ob/checksums.json,artifacts/p4_g0/predictions/a3/re2ob/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,dffe42530d38b538429e51ed60922620cd7d8eaa,7aeef8ee48bf06b6460f0855554b7ba667fc85261e5f129e883fb92e23bc4290,7aeef8ee48bf06b6460f0855554b7ba667fc85261e5f129e883fb92e23bc4290,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2ob/config.json,artifacts/p4_g0/predictions/a3/re2ob/config.json,9342e06db91945be2e44703437229ba45b18bda8,f2a041e6d973611c7176d344b98866b60f88235f,ac1ea23043f9e9389dfbb1708052e0c070c2ae9643f3b478fed95db64276d7e2,ac1ea23043f9e9389dfbb1708052e0c070c2ae9643f3b478fed95db64276d7e2,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2ob/environment.json,artifacts/p4_g0/predictions/a3/re2ob/environment.json,9342e06db91945be2e44703437229ba45b18bda8,96aa74ada9d3aa9fefaf7a33a9066af4f94425f7,04919449c1c78af912d5e50a13fdbf03e51f79ded221953fd91473a7e13c7295,04919449c1c78af912d5e50a13fdbf03e51f79ded221953fd91473a7e13c7295,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2ob/fit_summary.json,artifacts/p4_g0/predictions/a3/re2ob/fit_summary.json,9342e06db91945be2e44703437229ba45b18bda8,3fcbd9645881ece65097850446171a1b43769ead,5838ca0e06cec2fc53bb2ddb722ebec7f77a05c52481ea879c054937c80709a7,5838ca0e06cec2fc53bb2ddb722ebec7f77a05c52481ea879c054937c80709a7,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2ob/manifest.json,artifacts/p4_g0/predictions/a3/re2ob/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,e2f6f581b5db830e62340157ff60a1c1b572710d,c838c491962e058ccba39072aadad3d6408f127417279c31efd0f0568e4255d1,c838c491962e058ccba39072aadad3d6408f127417279c31efd0f0568e4255d1,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2ob/metrics.json,artifacts/p4_g0/predictions/a3/re2ob/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,14b4c27f09c00dcbd1c0804e1812044795cee94b,fdb551cf0ebbbc260b363bbf6c6180d2f489329883dd28eb180c5297d2262c99,fdb551cf0ebbbc260b363bbf6c6180d2f489329883dd28eb180c5297d2262c99,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2ob/model_input_manifest.json,artifacts/p4_g0/predictions/a3/re2ob/model_input_manifest.json,9342e06db91945be2e44703437229ba45b18bda8,d3531a91e44b97e272f1f67eda7c0e8a0a2cd9b3,9cf962913aa7b140bce0d6d745170746943cac7545e530cc9b9cb8788d757af7,9cf962913aa7b140bce0d6d745170746943cac7545e530cc9b9cb8788d757af7,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2ob/predictions.jsonl,artifacts/p4_g0/predictions/a3/re2ob/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,7b52180baf9a11e981349a47a700aa9fb3344c23,90b6f34a6ae2133088bac201a5c64cb36f22fb355aa5294f8576e33b1804f2eb,90b6f34a6ae2133088bac201a5c64cb36f22fb355aa5294f8576e33b1804f2eb,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2ob/runtime.json,artifacts/p4_g0/predictions/a3/re2ob/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,6717d47db8acd6f3a9a9e5cc44b370a2736298e5,9149dc5c585d79f63905368a9857efa40d4f10c5fde3ed7a82dda7792ba8294e,9149dc5c585d79f63905368a9857efa40d4f10c5fde3ed7a82dda7792ba8294e,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2tt/checksums.json,artifacts/p4_g0/predictions/a3/re2tt/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,ff214bdbfaba627d39226d5512e50a06f04fa69e,d174192d3dad67340d9deadc8a51d78b4e99c702b7f242964a3caa5c17ece834,d174192d3dad67340d9deadc8a51d78b4e99c702b7f242964a3caa5c17ece834,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2tt/config.json,artifacts/p4_g0/predictions/a3/re2tt/config.json,9342e06db91945be2e44703437229ba45b18bda8,f2a041e6d973611c7176d344b98866b60f88235f,ac1ea23043f9e9389dfbb1708052e0c070c2ae9643f3b478fed95db64276d7e2,ac1ea23043f9e9389dfbb1708052e0c070c2ae9643f3b478fed95db64276d7e2,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2tt/environment.json,artifacts/p4_g0/predictions/a3/re2tt/environment.json,9342e06db91945be2e44703437229ba45b18bda8,96aa74ada9d3aa9fefaf7a33a9066af4f94425f7,04919449c1c78af912d5e50a13fdbf03e51f79ded221953fd91473a7e13c7295,04919449c1c78af912d5e50a13fdbf03e51f79ded221953fd91473a7e13c7295,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2tt/fit_summary.json,artifacts/p4_g0/predictions/a3/re2tt/fit_summary.json,9342e06db91945be2e44703437229ba45b18bda8,4222617a2e03545a3940be47f66af23fac55686d,e1f09bfb767515e42d8a6cf5b7f1ba05c6de4b83225918975d85dc4d075b92f6,e1f09bfb767515e42d8a6cf5b7f1ba05c6de4b83225918975d85dc4d075b92f6,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2tt/manifest.json,artifacts/p4_g0/predictions/a3/re2tt/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,27c8ee811e8b4daee44c9746aef5d4a6a77726bd,740ef3da72087bc25284df906b048a5de004caee00ff2e8474eba84f574c8629,740ef3da72087bc25284df906b048a5de004caee00ff2e8474eba84f574c8629,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2tt/metrics.json,artifacts/p4_g0/predictions/a3/re2tt/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,d78363a7a9ca9f1bb8b4ef25c84a3f30181ee98d,579cd208e51406e29492fea75ff629d7b7f7caee8cca741327aac7204c5b7f54,579cd208e51406e29492fea75ff629d7b7f7caee8cca741327aac7204c5b7f54,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2tt/model_input_manifest.json,artifacts/p4_g0/predictions/a3/re2tt/model_input_manifest.json,9342e06db91945be2e44703437229ba45b18bda8,0c534faa778e1e7b2ae40901b68a8ebf8364c37f,38c6f5acbb9a048ad001bce1358c71a6c70fcc73425af04e75f8b863fc1ff564,38c6f5acbb9a048ad001bce1358c71a6c70fcc73425af04e75f8b863fc1ff564,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2tt/predictions.jsonl,artifacts/p4_g0/predictions/a3/re2tt/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,0e40913a4884a9824463214dfbb2b29df597074c,6821f47918359ec4d4ed300c535b50d8170767adbcb960ca64644f87e10a6736,6821f47918359ec4d4ed300c535b50d8170767adbcb960ca64644f87e10a6736,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/predictions/a3/re2tt/runtime.json,artifacts/p4_g0/predictions/a3/re2tt/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,19b3aafe9fa78b802f6891251fb9f63384b9fa0e,f1bfc2d6dc857b24796751a0ac3643a935b73dea9ae9d80bad50a848124599cb,f1bfc2d6dc857b24796751a0ac3643a935b73dea9ae9d80bad50a848124599cb,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p4/runtime/diagnostics.json,artifacts/p4_g0/runtime/diagnostics.json,9342e06db91945be2e44703437229ba45b18bda8,fcb0ecd0473d7ea626c703fc22703329a57e7345,85ecef02dab0e6a11bed3e331f9e7bd88f5693d7a4378cf2f1fbcb9662aaea88,85ecef02dab0e6a11bed3e331f9e7bd88f5693d7a4378cf2f1fbcb9662aaea88,DEVELOPMENT,P4 matched ablation and diagnostics,true,COPIED,byte-identical copy of committed frozen evidence,
raw/source/re2ob/inputs.jsonl,artifacts/source/re2ob/inputs.jsonl,9342e06db91945be2e44703437229ba45b18bda8,ad2e6fb9928ef942615f028cd915869b3f122f31,151cdf4cf89d89b5036cbf7b309c95e04fbf4a77a0012bd54cf7784778206dbb,151cdf4cf89d89b5036cbf7b309c95e04fbf4a77a0012bd54cf7784778206dbb,CANONICAL,"self-contained case, label, and candidate semantics",true,COPIED,byte-identical copy of committed frozen evidence,"sources.jsonl and raw telemetry are indexed, not copied."
raw/source/re2ob/labels.jsonl,artifacts/source/re2ob/labels.jsonl,9342e06db91945be2e44703437229ba45b18bda8,13456fbdb3e064a0521b8243ccd34f695a753f26,f3dd164e03d9207af4d4e432a1848c2100ec7a65c125b420c80642a56be3dba7,f3dd164e03d9207af4d4e432a1848c2100ec7a65c125b420c80642a56be3dba7,CANONICAL,"self-contained case, label, and candidate semantics",true,COPIED,byte-identical copy of committed frozen evidence,"sources.jsonl and raw telemetry are indexed, not copied."
raw/source/re2ob/manifest.json,artifacts/source/re2ob/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,cb92122fc18eaa34a0067f6a9d4830f6dbeec1f7,c0f830b4b89256fe1fe8b69d425173731769268a6e5869a3ade53bcdc0d8bbfc,c0f830b4b89256fe1fe8b69d425173731769268a6e5869a3ade53bcdc0d8bbfc,CANONICAL,"self-contained case, label, and candidate semantics",true,COPIED,byte-identical copy of committed frozen evidence,"sources.jsonl and raw telemetry are indexed, not copied."
raw/source/re2ob/service_registry.json,artifacts/source/re2ob/service_registry.json,9342e06db91945be2e44703437229ba45b18bda8,6666ce39ee6451fe639f56254ad44bf0175bc1e9,9eae7e79662ade83e0f6034073ab5c424bbf93be5765bd4bc5ea51d90c0efd19,9eae7e79662ade83e0f6034073ab5c424bbf93be5765bd4bc5ea51d90c0efd19,CANONICAL,"self-contained case, label, and candidate semantics",true,COPIED,byte-identical copy of committed frozen evidence,"sources.jsonl and raw telemetry are indexed, not copied."
raw/source/re2tt/inputs.jsonl,artifacts/source/re2tt/inputs.jsonl,9342e06db91945be2e44703437229ba45b18bda8,1a4babbc914a14692d78d495f04cb947f584fa3a,1ca5e91387641c891e75a6e26bc3979f2398dae93e46147e97864cd503c7655d,1ca5e91387641c891e75a6e26bc3979f2398dae93e46147e97864cd503c7655d,CANONICAL,"self-contained case, label, and candidate semantics",true,COPIED,byte-identical copy of committed frozen evidence,"sources.jsonl and raw telemetry are indexed, not copied."
raw/source/re2tt/labels.jsonl,artifacts/source/re2tt/labels.jsonl,9342e06db91945be2e44703437229ba45b18bda8,bbc2b3e906eab2555de3f45ecb64e018092466cb,950885c2d89872f670d8cb06121a0d8d4c3e9fbd6be5e97a29af89a6013481ca,950885c2d89872f670d8cb06121a0d8d4c3e9fbd6be5e97a29af89a6013481ca,CANONICAL,"self-contained case, label, and candidate semantics",true,COPIED,byte-identical copy of committed frozen evidence,"sources.jsonl and raw telemetry are indexed, not copied."
raw/source/re2tt/manifest.json,artifacts/source/re2tt/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,cf42a9f80945fd5da04b5a85a56de14f470067d4,710901cb6a86fcf7537929f594af723be3d4d600364efde1ad397c707646b9d8,710901cb6a86fcf7537929f594af723be3d4d600364efde1ad397c707646b9d8,CANONICAL,"self-contained case, label, and candidate semantics",true,COPIED,byte-identical copy of committed frozen evidence,"sources.jsonl and raw telemetry are indexed, not copied."
raw/source/re2tt/service_registry.json,artifacts/source/re2tt/service_registry.json,9342e06db91945be2e44703437229ba45b18bda8,cc22c894c15c33b28992d88f3f7c0750979460d8,67ad834a58be40802d9a8071ae849b7812ee390b87b08b5d82567596a39d236a,67ad834a58be40802d9a8071ae849b7812ee390b87b08b5d82567596a39d236a,CANONICAL,"self-contained case, label, and candidate semantics",true,COPIED,byte-identical copy of committed frozen evidence,"sources.jsonl and raw telemetry are indexed, not copied."
raw/splits/re2ob/assignments.json,artifacts/splits/re2ob/assignments.json,9342e06db91945be2e44703437229ba45b18bda8,2ce15415da59005219eb4c522443ee38895e485b,ca576819554ebe3d1cddd8f261bb661e7111896ff7b7dd6258e9f5daafad5195,ca576819554ebe3d1cddd8f261bb661e7111896ff7b7dd6258e9f5daafad5195,CANONICAL,frozen fold reconstruction evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/splits/re2ob/folds.json,artifacts/splits/re2ob/folds.json,9342e06db91945be2e44703437229ba45b18bda8,5bfdc6e1c0ecf91244a61786171c6d2874070ec3,6bd2d53a5d6e6a15986fc94d6c2aaf70dd6a34567f3de990b29cd7b35a71412c,6bd2d53a5d6e6a15986fc94d6c2aaf70dd6a34567f3de990b29cd7b35a71412c,CANONICAL,frozen fold reconstruction evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/splits/re2ob/split_manifest.json,artifacts/splits/re2ob/split_manifest.json,9342e06db91945be2e44703437229ba45b18bda8,ff9df40a51ecf300f251427bc110d26b72a0637b,a672d12be89e91efd7fe69cdf81713b3d18482bba6b46620b0bfd0b4ff7bfd62,a672d12be89e91efd7fe69cdf81713b3d18482bba6b46620b0bfd0b4ff7bfd62,CANONICAL,frozen fold reconstruction evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/splits/re2ob_3fold.json,artifacts/splits/re2ob_3fold.json,9342e06db91945be2e44703437229ba45b18bda8,4245faed3463cf228f910fc5e0bfe2bee5268ec9,45217554ffa5c1f270937b67bc1c5ede6b238e8b5067cd1771712146892d7558,45217554ffa5c1f270937b67bc1c5ede6b238e8b5067cd1771712146892d7558,CANONICAL,frozen fold reconstruction evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/splits/re2tt/assignments.json,artifacts/splits/re2tt/assignments.json,9342e06db91945be2e44703437229ba45b18bda8,9f55c3e93d4bf17bcea561143d08f8e3d857e89f,88b4615ed3c950569ed7e4c4e9c66a302e8f88adf1715a8457540e00390b68e7,88b4615ed3c950569ed7e4c4e9c66a302e8f88adf1715a8457540e00390b68e7,CANONICAL,frozen fold reconstruction evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/splits/re2tt/folds.json,artifacts/splits/re2tt/folds.json,9342e06db91945be2e44703437229ba45b18bda8,0660cee6263b8e392ec65842766497f2f49a1c2a,778da57478abb9f5e2d3b9bad333015fb530f2dc4554bf375a8942c64417ed37,778da57478abb9f5e2d3b9bad333015fb530f2dc4554bf375a8942c64417ed37,CANONICAL,frozen fold reconstruction evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/splits/re2tt/split_manifest.json,artifacts/splits/re2tt/split_manifest.json,9342e06db91945be2e44703437229ba45b18bda8,017af4ec893ad94af5478314476a6331c3b463e8,3c3947d6377433507ca1ea6b69d88f6d8f359b42937bbcff1a7ac98422f05d7e,3c3947d6377433507ca1ea6b69d88f6d8f359b42937bbcff1a7ac98422f05d7e,CANONICAL,frozen fold reconstruction evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/splits/re2tt_3fold.json,artifacts/splits/re2tt_3fold.json,9342e06db91945be2e44703437229ba45b18bda8,720e232a229084b71d7c8d3ee5cedb2def56e9a4,2cfb46e9b88bed79b852832fdec8a55f8aca536899ecb268ead23afd392fc710,2cfb46e9b88bed79b852832fdec8a55f8aca536899ecb268ead23afd392fc710,CANONICAL,frozen fold reconstruction evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/splits/split_summary.json,artifacts/splits/split_summary.json,9342e06db91945be2e44703437229ba45b18bda8,192d0ce56c9ed4f6648b9ebcb9b1c9b91416ac03,384d013fd78f5d83cc33bdfbc6a14bfb0cea72447fc6b8d120f51e0af32e4fe4,384d013fd78f5d83cc33bdfbc6a14bfb0cea72447fc6b8d120f51e0af32e4fe4,CANONICAL,frozen fold reconstruction evidence,true,COPIED,byte-identical copy of committed frozen evidence,
refs/document_index.csv,docs/EVIDENCE_ERRATA.md;docs/EVIDENCE_LEVEL_SEMANTIC_CORRECTION.md;docs/RCA_EVIDENCE_INDEX.md,9342e06db91945be2e44703437229ba45b18bda8,3ad78a4f0407b51a959105413a49e6f8f561cac7;fc9e145c531fc674c05d412b1ee80c2740f3af50;5ba06319ee858c38271644c7cbfe3f48d1730ab8,96f456acbc9cb5909f5310a8904b9f8702e525d91a34ad7509bfbe11095dc599;5869e313966d1555eb73838120eaf7d713a6809b6df22cd41bc278b8d796631e;76a8df55036bc741c64bdeda6651d6f8801f3805eea470bf82a6f33f043f5f43,55251fe29260705fb2f8171a16d65d8c00a03f71b5a2b174811b7365f914fb47,SUPPORTING,complete document inventory,true,DERIVED,Scanned and explicitly classified every Markdown document under docs/.,
refs/excluded_scope.csv,docs/RCA_EVIDENCE_INDEX.md;docs/RCA_THESIS_CLAIM_MATRIX.md,9342e06db91945be2e44703437229ba45b18bda8,5ba06319ee858c38271644c7cbfe3f48d1730ab8;927d66130b2ab2fdd991a03979b43fe57ca6308f,76a8df55036bc741c64bdeda6651d6f8801f3805eea470bf82a6f33f043f5f43;01ff974721b68ab370445856b87c0ba1d38c68a9c1a2882d01ea865f54df275e,caf65f09c37da3df21f68812348b771fa99dd5a4169bf2ef8cf7a2786947f5c3,OUT_OF_SCOPE,excluded-scope record,false,DERIVED,Recorded baseline/external-comparison and other deliberately excluded scope without copying it.,
refs/source_artifact_index.csv,docs/EVIDENCE_ERRATA.md;docs/RCA_EVIDENCE_INDEX.md,9342e06db91945be2e44703437229ba45b18bda8,3ad78a4f0407b51a959105413a49e6f8f561cac7;5ba06319ee858c38271644c7cbfe3f48d1730ab8,96f456acbc9cb5909f5310a8904b9f8702e525d91a34ad7509bfbe11095dc599;76a8df55036bc741c64bdeda6651d6f8801f3805eea470bf82a6f33f043f5f43,2f57a2e11c91c97f3c20360198f82d2963ced0139ef9375f19749b38eb647fb4,SUPPORTING,complete source-artifact index,true,DERIVED,Indexed every non-baseline artifact under artifacts without duplicating large arrays or legacy superseded evidence.,
refs/source_code_index.csv,docs/RCA_EVIDENCE_INDEX.md;docs/RCA_FINAL_SCIENTIFIC_FREEZE_V1.md,9342e06db91945be2e44703437229ba45b18bda8,5ba06319ee858c38271644c7cbfe3f48d1730ab8;ccd78dbb27f276e424c9671df63f4fd594edb585,76a8df55036bc741c64bdeda6651d6f8801f3805eea470bf82a6f33f043f5f43;d0a3782d1835d986a59bf8f23e120c8dc14944ad8bf10f3698917d50ae4468d0,d8f875dc2e6999ccd562d09b0be0a0029c272a049e9b694f416a1216e3711cf0,SUPPORTING,source-code provenance index,true,DERIVED,Indexed the frozen implementation and all repository scripts used by the evidence producers.,
refs/superseded_artifacts.csv,docs/BOOTSTRAP_FORENSIC_AUDIT.md;docs/EVIDENCE_ERRATA.md;docs/TELEMETRY_INFORMATION_LOSS_AUDIT_V1_1.md,9342e06db91945be2e44703437229ba45b18bda8,fa13039401471c70cbebbf992310d6358eb6d305;3ad78a4f0407b51a959105413a49e6f8f561cac7;3463fdb5c4464cbc672d1ef9bec8b82d0861040b,a1f722b12a45a46600e8e752643469df80067596d6a658a87bdddaa5711c3322;96f456acbc9cb5909f5310a8904b9f8702e525d91a34ad7509bfbe11095dc599;87cf8f58f2213693b0c569bb67b125b858fcde5a648357e5a723ee63d2e28c47,066eda579797dc0ea1d61a970cc3e7fc3f220fe0a9d4ed058d60083577ed16e8,HISTORICAL_SUPERSEDED,superseded-artifact routing,true,DERIVED,Explicitly routed legacy bootstrap and telemetry artifacts to canonical replacements.,
scripts/export_thesis_assets.py,thesis_assets/ada_rca_v1/scripts/export_thesis_assets.py,ca5e092e021359fe10c3db543d507e8b6f49fbb9,21920cf5cafd5608806b6230d612b300a5ddb6f3,98064f0acfc4495feb26559478bb5fb4eea997a755e5364487fdeeb6292a46cf,98064f0acfc4495feb26559478bb5fb4eea997a755e5364487fdeeb6292a46cf,SUPPORTING,export/validation reproducibility,true,COPIED,committed package exporter/validator/test source,The package test is a lightweight validator smoke test.
